FL,S3,S9,AFB,S4,S7,S5,S8,min_value,num_negatives
0.3033781349302747,-0.2697028051771435,0.04475815291896898,-0.16819216313601207,0.15126459006936138,-0.09916517546341375,0.1300806120145015,0.05448740088997711,-0.001418237859210837,11
0.5248262229578781,-0.08239464041398617,-0.11777956871071504,-0.1733275642524689,0.18893758214155248,-0.09619455859557512,0.1917266717838899,0.11292111748308037,-0.004771357218546841,99
0.5172263655484832,0.10369370133177491,0.06992226204713475,-0.1823735245863002,0.11437883321289044,0.1641726215033325,-0.10434436952223525,0.19398763674451858,-0.003158274371819729,69
0.4151801384098658,-0.2050042387548962,-0.10960747049001061,-0.14277266947007097,0.09410514036310152,-0.08708380625540842,0.19816062641455784,0.0598068084764668,-0.0012582119760807628,7
0.5296872533864176,0.17505875867041742,-0.05716640928939315,0.17180657932575766,0.056670179133748055,-0.12645167653742317,-0.1517600501737754,0.10808698466742289,-0.002609127836516419,28
0.5882675621798732,0.0763606148565068,-0.16436291087671956,-0.008583002830432285,0.08368955440084291,0.18889380113524185,0.14094751500485247,-0.1340609874336604,-0.0015374533882887157,7
0.37308030071907816,0.09300867765221488,0.19221118149149374,0.10631604970547204,0.1476354620230907,0.12479594410151107,-0.18731708658139157,-0.11382704392381977,-0.0028533186417672666,42
0.610179091280491,0.0001445889825237856,-0.1254799412406386,0.1153775783335882,-0.16442585305314616,0.16803061542556968,-0.052885627109943906,-0.1629408849907742,-0.0018145658637241044,13
0.5541980483488413,0.04245928421802875,0.15611729781345463,0.15777385598511356,0.1510018992937069,0.08751812480372567,-0.11561497925498859,-0.14726907170159176,-0.0049310036745213205,98
0.36194993270601106,0.0005420789982500951,-0.05729794880346459,0.16848824217982222,0.1875055869499695,0.1506956648331419,-0.13874313044487444,-0.1095587069670855,-0.001881481544089037,15
0.346395064002555,-0.14315419372208335,0.16149226774040087,-0.07754136181029946,-0.16775878502312397,0.1631757489892347,-0.17189097144120505,0.1516632769540477,-0.005526855332209185,119
0.3365207176147251,0.03252932633037592,0.05102434520014598,-0.14349233680286555,0.14945441275213683,-0.08652571768957232,0.14974311444159383,-0.18483655780721486,-0.0022153461577690053,9
0.45420870738995706,0.14139416285747036,0.08450997305991537,-0.1834084973060724,0.0009494477093297815,-0.18395044544393502,-0.04933849652705041,-0.15301754785975838,-0.001257860526311831,5
0.5763980536053923,-0.08053209063419328,-0.16717455367499037,0.1369352714563694,0.14324017495247354,-0.12596280875191015,-0.03240994041547948,-0.0185348061369274,-0.001333738773197311,3
0.6403443438439256,0.08730954049412365,0.12839216695419992,0.0895179734369495,-0.08634082792619285,-0.08806976795824309,0.07966306950117769,0.13241104427079065,-0.0013161955203837312,4
0.5119503573796038,0.11393665635020606,-0.10588582835714729,0.14003095755195288,-0.14899254982843835,0.11404061524857273,0.1261828469237501,-0.18793680051359202,-0.004877845075526753,119
0.6696329775609358,-0.029465535392078412,0.024597459872052696,0.17113304615578107,-0.13804556230315201,-0.0816329740654632,-0.000724032717154266,0.1665468677283512,-0.0036251540030840736,62
0.44006097748803213,0.0891846826348302,-0.11093310382987537,0.11699427145739189,0.19591501167082692,0.0067576986871614175,-0.19312239005998122,0.17779091167511435,-0.0027053104664470657,16
0.6304164320544374,-0.03346376134516732,-0.05441299559459023,-0.15473183400606946,-0.15725864081723048,-0.059535557804704514,-0.1793767569193181,-0.08391146011348796,-0.004062031114361805,108
0.4512404620045609,-0.08039910530601205,0.1908573354735008,-0.19781880030215282,0.1482676099716475,-0.1409383669686314,0.19210363102241468,0.1486483765005801,-0.0038032333550080157,52
0.42499667014698433,0.20996972765623106,0.17201416264279462,-0.1416810597498598,0.05429132738792236,0.12089207204569552,-0.17940582064888924,-0.0675821584664825,-0.0020203854024342695,14
0.3716643404663786,0.2543077953221253,-0.1398491029946814,-0.13059814263694436,-0.06429217372961041,0.1141931171207719,0.17858933529019744,0.06292850188870203,-0.0023882122372542443,15
0.5894992452717782,-0.1676700603962623,0.07982898410412181,0.09266238829064444,-0.05623623443127532,-0.17716675730855697,0.12225109839303988,0.012876489629067234,-0.0014220744851469425,4
0.6628203510276608,-0.04652038486168619,-0.009594573688328,-0.11252737903718067,0.1824036335060683,-0.03990668673682354,0.10806136937719862,-0.17561275237407964,-0.0033018742556697057,41
0.6984763498880717,-0.02601304264896176,-0.0581461324783594,0.13172335536248786,-0.18044365373008434,-0.18417085759301224,0.12797462659054049,0.008590854724400326,-0.0029736623089351637,45
0.5570758060746863,0.054712176306040305,-0.0018117367991078992,-0.14416366538801909,-0.14079899098509638,-0.15620942724358683,0.007756132683723965,-0.19766882923853266,-0.0026800238765353145,46
